,name,rating,reviews,type,hq,old,employees
225,Tata AIA Life In...,4.0,(1.7k Reviews),Private,"Mumbai,Maharashtra + 216 more",22 years old,10k-50k Employees (India)
226,Jindal Steel and...,4.0,(2.1k Reviews),Private,"Delhi/NCR,New Delhi + 84 more",71 years old,5k-10k Employees (India)
227,RSPL Group,4.1,(1.7k Reviews),Private,"Mumbai,Maharashtra + 146 more",36 years old,1k-5k Employees (India)
228,PNB MetLife,3.7,(1.7k Reviews),Private,"Mumbai,Maharashtra + 247 more",22 years old,5k-10k Employees (India)
229,ITC Infotech In...,3.6,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 40 more",23 years old,5k-10k Employees (India)
230,Torrent Pharmace...,4.0,(1.7k Reviews),Public,"Ahmedabad,Gujrat + 86 more",52 years old,10k-50k Employees (India)
231,Tractors and Far...,4.2,(1.7k Reviews),Public,"Chennai,Tamil Nadu + 140 more",63 years old,5k-10k Employees (India)
232,RBL Bank,3.8,(1.7k Reviews),Public,"Mumbai,Maharashtra + 180 more",80 years old,1k-5k Employees (India)
233,ACC,4.0,(1.8k Reviews),Public,"Mumbai,Maharashtra + 176 more",87 years old,5k-10k Employees (India)
234,State Street Syn...,3.8,(1.7k Reviews),Private,Mumbai + 12 more,19 years old,501-1k Employees (India)
235,Biocon Biologics...,3.9,(1.7k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 55 more",45 years old,10k-50k Employees (India)
236,Utkarsh Small Fi...,3.9,(1.7k Reviews),Public,"Varanasi,Uttar Pradesh + 231 more",14 years old,10k-50k Employees (India)
237,Capita,3.9,(1.8k Reviews),Private,"Indore,Madhya Pradesh + 17 more",18 years old,5k-10k Employees (India)
238,IndiGo,3.5,(1.8k Reviews),Private,"Boston,Massachusetts + 73 more",18 years old,10k-50k Employees (India)
239,Berger Paints,3.7,(1.8k Reviews),Public,"Kolkata,West Bengal + 186 more",100 years old,1k-5k Employees (India)
240,Aarti Industries,4.2,(1.7k Reviews),Public,"Mumbai,Maharashtra + 35 more",48 years old,5k-10k Employees (India)
241,HDFC Ergo Genera...,4.0,(1.7k Reviews),Public,"Mumbai,Maharashtra + 182 more",21 years old,5k-10k Employees (India)
242,Future Retail,4.2,(4.2k Reviews),Public,"San Francisco,California + 189 more",36 years old,10k-50k Employees (India)
243,Kotak Mahindara ...,3.9,(1.7k Reviews),Public,"Mumbai,Maharashtra + 167 more",22 years old,10k-50k Employees (India)
244,Cogent E Service...,3.4,(1.7k Reviews),Private,"Noida,Uttar Pradesh + 26 more",19 years old,10k-50k Employees (India)
245,Dabur,4.1,(1.7k Reviews),Public,"Ghaziabad,Uttar Pradesh + 199 more",139 years old,5k-10k Employees (India)
246,GeBBS Healthcare...,3.8,(1.7k Reviews),Private,"Culver City,California + 11 more",18 years old,5k-10k Employees (India)
247,Persistent Syste...,4.1,(1.7k Reviews),Public,"Pune,Maharashtra + 10 more",33 years old,10k-50k Employees (India)
248,Apollo Tyres,4.1,(2k Reviews),Public,"Gurgaon/Gurugram,Haryana + 127 more",51 years old,1k-5k Employees (India)
249,KPIT Technologie...,3.6,(1.7k Reviews),Public,"Pune,Maharashtra + 21 more",33 years old,5k-10k Employees (India)
250,R1 RCM,4.0,(1.6k Reviews),Private,"Murray,Utah + 16 more",20 years old,5k-10k Employees (India)
251,Dilip Buildcon,4.0,(1.6k Reviews),Public,"Bhopal,Madhya Pradesh + 142 more",36 years old,10k-50k Employees (India)
252,JK Cement,4.1,(1.6k Reviews),Public,"Gurgaon/Gurugram,Haryana + 183 more",49 years old,1k-5k Employees (India)
253,Patanjali Ayurve...,4.0,(1.6k Reviews),Private,"Haridwar,Uttarakhand + 219 more",17 years old,5k-10k Employees (India)
254,Flex,4.2,(1.6k Reviews),Private,San Jose + 30 more,54 years old,10k-50k Employees (India)
255,PolicyBazaar,3.6,(1.6k Reviews),Public,"Gurgaon,Haryana + 39 more",15 years old,5k-10k Employees (India)
256,Reliance Digital,4.3,(1.6k Reviews),Private,"Mumbai,Maharashtra + 232 more",16 years old,5k-10k Employees (India)
257,Rivigo,3.9,(1.6k Reviews),Private,"Gurgaon,Haryana + 145 more",9 years old,1k-5k Employees (India)
258,Tata Teleservice...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 142 more",27 years old,201-500 Employees (India)
259,Ola Cabs,3.4,(2.5k Reviews),Private,Bangalore + 85 more,13 years old,10k-50k Employees (India)
260,Access Healthcar...,4.0,(1.6k Reviews),Private,"Dallas,Texas + 15 more",12 years old,1k-5k Employees (India)
261,Tata AIG,4.1,(1.6k Reviews),Private,"Mumbai,Maharashtra + 187 more",23 years old,5k-10k Employees (India)
262,Aakash Education...,3.7,(1.8k Reviews),Private,"New Delhi,Delhi + 149 more",35 years old,10k-50k Employees (India)
263,AFCONS Infrastru...,4.4,(1.6k Reviews),Partnership,"Mumbai,Maharashtra + 73 more",64 years old,10k-50k Employees (India)
264,Eureka Forbes,4.0,(1.6k Reviews),Private,"Mumbai,Maharashtra + 147 more",41 years old,5k-10k Employees (India)
265,Blue Dart Expres...,4.2,(1.6k Reviews),Public,"Mumbai,Maharashtra + 196 more",40 years old,10k-50k Employees (India)
266,Landmark Group,4.2,(4.7k Reviews),Private,"Dubai Marina,Dubai + 111 more",50 years old,1k-5k Employees (India)
267,Radisson Hotels,3.9,(1.6k Reviews),Private,"Minnetonka,Minnesota + 87 more",114 years old,10k-50k Employees (India)
268,Paras Hospital,4.7,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 23 more",17 years old,1k-5k Employees (India)
269,Mankind Pharma,4.2,(1.8k Reviews),Private,"New Delhi,Delhi + 153 more",28 years old,5k-10k Employees (India)
270,Legato Health Te...,4.1,(1.5k Reviews),LLP,"Bangalore/Bengaluru,Karnataka + 8 more",6 years old,10k-50k Employees (India)
271,JMC Projects,4.2,(1.5k Reviews),Public,"Mumbai,Maharashtra + 103 more",41 years old,1k-5k Employees (India)
272,Escorts Group,4.2,(1.7k Reviews),Public,"Faridabad,Haryana + 98 more",63 years old,10k-50k Employees (India)
273,Nestle,4.1,(1.7k Reviews),Public,Vevey + 186 more,64 years old,10k-50k Employees (India)
274,Lifestyle,4.4,(1.7k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 93 more",24 years old,10k-50k Employees (India)
275,Max Healthcare,4.2,(1.6k Reviews),Partnership,"Delhi/NCR,New Delhi + 45 more",22 years old,1k-5k Employees (India)
276,Synechron,4.1,(1.6k Reviews),Private,"New York,New York + 16 more",22 years old,5k-10k Employees (India)
277,Statestreet HCL ...,3.3,(1.5k Reviews),Private,New Delhi + 11 more,11 years old,5k-10k Employees (India)
278,Birlasoft,3.8,(1.5k Reviews),Public,"Pune,Maharashtra + 26 more",28 years old,10k-50k Employees (India)
279,I Process Servic...,3.9,(1.5k Reviews),Private,"Mumbai,Maharashtra + 219 more",18 years old,1k-5k Employees (India)
280,Fiserv,3.8,(1.5k Reviews),Private,"Brookfield,Wisconsin + 24 more",39 years old,5k-10k Employees (India)
281,G4S,4.1,(1.5k Reviews),Private,"Gurgaon/Gurugram,Haryana + 109 more",27 years old,1 Lakh+ Employees (India)
282,Voltas,4.1,(1.6k Reviews),Public,"Mumbai,Maharashtra + 141 more",69 years old,5k-10k Employees (India)
283,Zensar Technolog...,3.9,(1.5k Reviews),Public,"Pune,Maharashtra + 18 more",22 years old,5k-10k Employees (India)
284,AGS Health,4.1,(1.5k Reviews),Private,Washington DC + 26 more,12 years old,5k-10k Employees (India)
285,Birla Sun Life I...,4.3,(1.5k Reviews),Private,"Mumbai,Maharashtra + 293 more",23 years old,10k-50k Employees (India)
286,United Phosphoru...,4.3,(1.5k Reviews),Public,"Mumbai,Maharashtra + 114 more",54 years old,1k-5k Employees (India)
287,Walmart,4.2,(13.2k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 72 more",14 years old,5k-10k Employees (India)
288,Pfizer,4.2,(2.3k Reviews),Public,"Chennai,Tamil Nadu + 101 more",19 years old,5k-10k Employees (India)
289,Lenskart,3.1,(1.5k Reviews),Private,"Faridabad,Haryana + 109 more",13 years old,1k-5k Employees (India)
290,Life Insurance C...,4.3,(1.5k Reviews),Private,Mumbai + 354 more,67 years old,1 Lakh+ Employees (India)
291,HCL Infosystems,4.0,(1.4k Reviews),Public,"Noida,Uttar Pradesh + 102 more",47 years old,10k-50k Employees (India)
292,Aditya Birla Gro...,4.2,(16k Reviews),"Mumbai,Maharashtra + 199 more",166 years old,50k-1 Lakh Employees (India),
293,HDFC Sales,4.0,(1.4k Reviews),Private,"Mumbai,Maharashtra + 229 more",19 years old,10k-50k Employees (India)
294,Tata Technologie...,3.6,(1.4k Reviews),Private,Singapore + 32 more,34 years old,5k-10k Employees (India)
295,Reliance SMSL,4.1,(1.4k Reviews),Public,Mumbai + 365 more,16 years old,1k-5k Employees (India)
296,Delhi Public Sch...,3.9,(1.4k Reviews),Public,"Greater Noida,Uttar Pradesh + 209 more",25 years old,1k-5k Employees (India)
297,ACT Fibernet,4.1,(1.4k Reviews),Private,"Bengaluru/Bangalore,Karnataka + 37 more",23 years old,5k-10k Employees (India)
298,Tech Mahindra Bu...,3.5,(1.4k Reviews),Public,"Mumbai,Maharashtra + 35 more",20 years old,1k-5k Employees (India)
299,Micro Labs,3.8,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 96 more",50 years old,10k-50k Employees (India)
300,Samsung Electron...,4.2,(1.4k Reviews),Noida + 173 more,,,
301,TVS Supply Chain...,4.0,(1.5k Reviews),"Chennai,Tamil Nadu + 111 more",127 years old,1k-5k Employees (India),
302,Extramarks Educa...,3.7,(1.4k Reviews),Private,"Noida,Uttar Pradesh + 90 more",16 years old,1k-5k Employees (India)
303,Ajanta Pharma,4.0,(1.4k Reviews),Public,"Mumbai,Maharashtra + 83 more",50 years old,1k-5k Employees (India)
304,Exide Industries,3.7,(1.5k Reviews),Public,"Kolkata,West Bengal + 157 more",76 years old,1k-5k Employees (India)
305,Bajaj Allianz Ge...,4.2,(1.4k Reviews),Pune + 161 more,5k-10k Employees (India),,
306,PepsiCo,4.2,(1.5k Reviews),Private,"Harrison,New York + 178 more",34 years old,1k-5k Employees (India)
307,R.R. Donnelley,4.1,(1.4k Reviews),Private,"Chicago,Illinois + 9 more",159 years old,5k-10k Employees (India)
308,Cholamandalam MS...,4.0,(1.4k Reviews),JV,"Chennai,Tamil Nadu + 272 more",22 years old,50k-1 Lakh Employees (India)
309,Societe Generale,3.9,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",23 years old,1k-5k Employees (India)
310,BHEL,4.2,(1.4k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 87 more",59 years old,10k-50k Employees (India)
311,Britannia,4.2,(1.4k Reviews),Public,"Reading,Reading + 174 more",131 years old,5k-10k Employees (India)
312,Blue Star,4.1,(1.4k Reviews),Public,"Mumbai,Maharashtra + 112 more",80 years old,1k-5k Employees (India)
313,Mahindra Rural H...,4.2,(1.4k Reviews),Public,"Mumbai,Maharashtra + 324 more",16 years old,5k-10k Employees (India)
314,Kalyan Jewellers,4.8,(1.4k Reviews),Private,Thrissur + 116 more,30 years old,5k-10k Employees (India)
315,The Himalaya Dru...,4.2,(1.3k Reviews),Private,"San Francisco,California + 153 more",93 years old,1k-5k Employees (India)
316,Renault-Nissan,4.0,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 66 more",16 years old,10k-50k Employees (India)
317,Emcure Pharmaceu...,4.0,(1.4k Reviews),Private,Pune + 78 more,42 years old,5k-10k Employees (India)
318,BlackBuck,4.0,(1.3k Reviews),Private,"Bangalore,Karnataka + 221 more",8 years old,501-1k Employees (India)
319,Mahindra Holiday...,3.7,(1.3k Reviews),Private,"Mumbai,Maharashtra + 86 more",27 years old,5k-10k Employees (India)
320,Poonawalla Finco...,4.0,(1.7k Reviews),Public,"Mumbai,Maharashtra + 236 more",35 years old,5k-10k Employees (India)
321,Raymond,4.0,(1.6k Reviews),Public,New York + 107 more,98 years old,5k-10k Employees (India)
322,PVR Cinemas,4.2,(1.3k Reviews),Public,Gurgaon + 87 more,26 years old,5k-10k Employees (India)
323,IGT Solutions,3.6,(1.3k Reviews),Private,"Gurgaon/Gurugram,Haryana + 16 more",25 years old,5k-10k Employees (India)
324,Dalmia Bharat Ce...,4.1,(1.4k Reviews),Public,"Delhi/NCR,New Delhi + 137 more",88 years old,5k-10k Employees (India)
325,State Street Cor...,3.8,(1.5k Reviews),Private,"Boston,Massachusetts + 12 more",231 years old,10k-50k Employees (India)
326,Sonalika Tractor...,3.8,(1.3k Reviews),Private,"Hoshiarpur,Punjab + 120 more",54 years old,1k-5k Employees (India)
327,Yazaki,3.8,(1.3k Reviews),Private,"Tokyo,Tokyo + 45 more",82 years old,10k-50k Employees (India)
328,TVS Sundram Fast...,3.8,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 36 more",57 years old,1k-5k Employees (India)
329,UNO Minda,4.1,(1.3k Reviews),Gurgaon + 58 more,65 years old,1k-5k Employees (India),
330,Exide Life Insur...,3.7,(1.3k Reviews),Private,"Bangalore/Bengaluru,Karnataka + 187 more",22 years old,1k-5k Employees (India)
331,Parle Agro,4.2,(1.3k Reviews),Private,"Mumbai,Maharashtra + 142 more",39 years old,1k-5k Employees (India)
332,Sterling & Wilso...,4.2,(1.3k Reviews),Private,Mumbai + 67 more,96 years old,5k-10k Employees (India)
333,Ambuja Cements,4.0,(1.3k Reviews),Public,"Mumbai,Maharashtra + 164 more",40 years old,5k-10k Employees (India)
334,CG Power and Ind...,3.8,(1.3k Reviews),Public,"Mumbai,Maharashtra + 87 more",86 years old,1k-5k Employees (India)
335,Shree Cement,4.3,(1.3k Reviews),Public,"Kolkata,West Bengal + 136 more",44 years old,5k-10k Employees (India)
336,TVS Credit,4.3,(1.3k Reviews),Public,"Chennai,Tamil Nadu + 203 more",15 years old,10k-50k Employees (India)
337,V-Mart,4.4,(1.3k Reviews),Public,"Gurgaon/Gurugram,Haryana + 199 more",21 years old,5k-10k Employees (India)
338,Shahi Exports,4.1,(1.3k Reviews),Private,"Faridabad,Haryana + 47 more",49 years old,1 Lakh+ Employees (India)
339,Datamatics Globa...,3.7,(1.7k Reviews),Public,Mumbai + 21 more,48 years old,1k-5k Employees (India)
340,Exotic Learning,4.7,(1.3k Reviews),Private,"Lucknow,Uttar Pradesh + 135 more",3 years old,51-200 Employees (India)
341,Force Motors,3.4,(1.3k Reviews),Public,"Pune,Maharashtra + 70 more",65 years old,1k-5k Employees (India)
342,Brakes India,4.1,(1.3k Reviews),Partnership,"Chennai,Tamil Nadu + 60 more",61 years old,1k-5k Employees (India)
343,Indus Towers,4.0,(1.3k Reviews),Private,"Gurgaon,Haryana + 106 more",16 years old,1k-5k Employees (India)
344,Mahindra Logisti...,4.1,(1.3k Reviews),Public,"Mumbai,Maharashtra + 96 more",23 years old,1k-5k Employees (India)
345,Grasim Industrie...,4.2,(6.4k Reviews),Public,Nagda + 57 more,76 years old,10k-50k Employees (India)
346,DS Group,4.1,(1.4k Reviews),Private,"Noida,Uttar Pradesh + 131 more",94 years old,1k-5k Employees (India)
347,Reliance Trends,4.4,(1.2k Reviews),Private,"Navi Mumbai,Maharashtra + 259 more",17 years old,1 Lakh+ Employees (India)
348,Shriram City,4.1,(1.2k Reviews),Public,"Chennai,Tamil Nadu + 364 more",37 years old,10k-50k Employees (India)
349,café Coffee day,4.1,(1.2k Reviews),Private,"Bengaluru,Karnataka + 80 more",27 years old,10k-50k Employees (India)
350,Big Bazaar,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 147 more",22 years old,10k-50k Employees (India)
351,Whirlpool,4.2,(1.2k Reviews),Public,Michigan + 116 more,112 years old,1k-5k Employees (India)
352,Indian Navy,4.7,(1.2k Reviews),Private,"Delhi/NCR,Delhi + 55 more",73 years old,50k-1 Lakh Employees (India)
353,ElasticRun,3.6,(1.2k Reviews),Private,"Pune,Maharashtra + 249 more",7 years old,1k-5k Employees (India)
354,IKS Health,3.6,(1.2k Reviews),Private,"Mumbai,Maharashtra + 9 more",16 years old,5k-10k Employees (India)
355,NIIT Technologie...,3.5,(1.2k Reviews),Public,"Noida,Uttar Pradesh + 70 more",19 years old,5k-10k Employees (India)
356,Sterlite Technol...,4.2,(1.2k Reviews),Public,"Pune,Maharashtra + 52 more",35 years old,1k-5k Employees (India)
357,Bharti AXA Life ...,3.9,(1.2k Reviews),Private,Mumbai + 199 more,17 years old,5k-10k Employees (India)
358,Myntra,4.2,(1.3k Reviews),Private,"Bangalore,Karnataka + 85 more",16 years old,1k-5k Employees (India)
359,Delphi TVS,4.0,(1.2k Reviews),Private,"Kanchipuram,Tamil Nadu + 25 more",34 years old,1k-5k Employees (India)
360,XpressBees,4.0,(1.2k Reviews),Private,"Pune,Maharashtra + 178 more",8 years old,1k-5k Employees (India)
361,3i Infotech,3.6,(1.2k Reviews),Public,"Mumbai,Maharashtra + 84 more",30 years old,5k-10k Employees (India)
362,Honda,4.2,(4.4k Reviews),Private,"Greater Noida,Uttar Pradesh + 179 more",38 years old,10k-50k Employees (India)
363,Sobha,4.0,(1.2k Reviews),Public,"Bangalore/Bengaluru,Karnataka + 32 more",28 years old,1k-5k Employees (India)
364,BT Group,4.2,(2.5k Reviews),Private,London + 14 more,177 years old,10k-50k Employees (India)
365,Tata Motors Fina...,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 200 more",66 years old,1k-5k Employees (India)
366,ICICI Securities,3.7,(1.2k Reviews),Public,"Mumbai,Maharashtra + 105 more",28 years old,5k-10k Employees (India)
367,Kansai Nerolac P...,3.9,(1.2k Reviews),Public,"Mumbai,Maharashtra + 124 more",103 years old,1k-5k Employees (India)
368,JK Tyres,3.9,(1.2k Reviews),Private,New Delhi + 105 more,72 years old,1k-5k Employees (India)
369,SRF,4.3,(1.8k Reviews),Public,"Gurgaon/Gurugram,Haryana + 38 more",53 years old,1k-5k Employees (India)
370,Indiabulls,3.7,(3.9k Reviews),Public,"Gurgaon/Gurugram,Haryana + 142 more",23 years old,10k-50k Employees (India)
371,Thomson Reuters,4.3,(1.3k Reviews),Private,Toronto + 18 more,15 years old,1k-5k Employees (India)
372,Cybage,4.0,(1.2k Reviews),Private,"Pune,Maharashtra + 6 more",28 years old,5k-10k Employees (India)
373,Johnson Controls,3.9,(2k Reviews),Public,Cork + 41 more,28 years old,5k-10k Employees (India)
374,Bharat Petroleum,4.1,(1.2k Reviews),Private,"Mumbai,Maharashtra + 184 more",71 years old,50k-1 Lakh Employees (India)
375,Endurance Techno...,3.8,(1.2k Reviews),Public,"Aurangabad,Maharashtra + 30 more",38 years old,1k-5k Employees (India)
376,Future Generali ...,3.9,(1.2k Reviews),Private,Mumbai + 142 more,16 years old,1k-5k Employees (India)
377,Lodha group,4.2,(1.2k Reviews),Private,"Mumbai,Maharashtra + 18 more",43 years old,1k-5k Employees (India)
378,Shell,4.4,(1.3k Reviews),Public,"London,England + 72 more",19 years old,10k-50k Employees (India)
379,Blinkit,3.8,(1.2k Reviews),Private,"Gurgaon,Haryana + 52 more",10 years old,5k-10k Employees (India)
380,Bhushan Power & ...,3.9,(1.2k Reviews),Private,"Delhi/NCR,New Delhi + 47 more",53 years old,5k-10k Employees (India)
381,GE,4.2,(3.2k Reviews),Private,"Boston,Massachusetts + 53 more",131 years old,1k-5k Employees (India)
382,Zomato,3.8,(1.3k Reviews),Public,"Gurgaon,Haryana + 144 more",15 years old,10k-50k Employees (India)
383,GVK Emergency Ma...,3.8,(1.2k Reviews),Private,"Hyderabad/Secunderabad,Telangana + 108 more",18 years old,10k-50k Employees (India)
384,JCB,4.1,(1.2k Reviews),Private,"Rocester,Staffordshire + 71 more",78 years old,1k-5k Employees (India)
385,Barclays,4.2,(2.8k Reviews),Private,London + 24 more,333 years old,10k-50k Employees (India)
386,Wockhardt,4.0,(1.6k Reviews),Public,"Mumbai,Maharashtra + 66 more",24 years old,5k-10k Employees (India)
387,Cromā,4.3,(1.2k Reviews),Private,"Mumbai,Maharashtra + 91 more",17 years old,1k-5k Employees (India)
388,Gabriel India,4.2,(1.2k Reviews),Public,"Pune,Maharashtra + 31 more",62 years old,1k-5k Employees (India)
389,CSS Corp,3.7,(1.2k Reviews),Private,"San Jose,California + 21 more",27 years old,5k-10k Employees (India)
390,Info Edge,4.0,(1.8k Reviews),Public,"Noida,Uttar Pradesh + 53 more",28 years old,1k-5k Employees (India)
391,Cadila Pharmaceu...,3.7,(1.1k Reviews),Public,"Ahmedabad,Gujrat + 93 more",72 years old,5k-10k Employees (India)
392,Lucas-TVS,4.0,(1.4k Reviews),Private,"Chennai,Tamil Nadu + 48 more",62 years old,1k-5k Employees (India)
393,Kalpataru Power ...,4.2,(2.7k Reviews),Public,"Mumbai,Maharashtra + 148 more",42 years old,1k-5k Employees (India)
394,Coromandel Inter...,4.1,(1.1k Reviews),Public,"Hyderabad/Secunderabad,Telangana + 128 more",62 years old,5k-10k Employees (India)
